Temperature,Pressure,Density,SpecificVolume,InternalEnergy,Enthalpy,Entropy,Cv,Cp,SpeedSound,JT,Viscosity,ThermalConductivity
20,0.18,0.14872,6.7242,2650.2,3860.5,50.762,10.162,14.29,1305.3,-0.2902,8.81E-06,0.18255
20,0.19,0.15697,6.3706,2650.2,3860.6,50.539,10.162,14.29,1305.4,-0.29024,8.82E-06,0.18256
20,0.2,0.16522,6.0525,2650.1,3860.6,50.327,10.162,14.29,1305.5,-0.29029,8.82E-06,0.18257
20,0.21,0.17347,5.7646,2650.1,3860.7,50.126,10.162,14.291,1305.6,-0.29034,8.82E-06,0.18258
20,0.22,0.18172,5.5029,2650.1,3860.7,49.934,10.162,14.291,1305.7,-0.29038,8.82E-06,0.18259
20,0.23,0.18997,5.2639,2650,3860.7,49.75,10.162,14.291,1305.7,-0.29043,8.82E-06,0.1826
20,0.24,0.19822,5.0449,2650,3860.8,49.575,10.162,14.291,1305.8,-0.29048,8.82E-06,0.18261
20,0.25,0.20647,4.8434,2650,3860.8,49.406,10.162,14.292,1305.9,-0.29052,8.82E-06,0.18262
20,0.26,0.21471,4.6574,2649.9,3860.9,49.244,10.162,14.292,1306,-0.29057,8.82E-06,0.18263
20,0.27,0.22296,4.4852,2649.9,3860.9,49.089,10.162,14.292,1306.1,-0.29062,8.82E-06,0.18263
20,0.28,0.2312,4.3252,2649.9,3860.9,48.939,10.162,14.293,1306.2,-0.29067,8.82E-06,0.18264
20,0.29,0.23944,4.1763,2649.9,3861,48.794,10.162,14.293,1306.3,-0.29071,8.82E-06,0.18265
20,0.3,0.24769,4.0374,2649.8,3861,48.654,10.163,14.293,1306.3,-0.29076,8.82E-06,0.18266
20,0.31,0.25593,3.9074,2649.8,3861.1,48.518,10.163,14.293,1306.4,-0.29081,8.82E-06,0.18267
20,0.32,0.26417,3.7855,2649.8,3861.1,48.387,10.163,14.294,1306.5,-0.29085,8.82E-06,0.18268
20,0.33,0.27241,3.671,2649.7,3861.2,48.26,10.163,14.294,1306.6,-0.2909,8.82E-06,0.18269
20,0.34,0.28065,3.5632,2649.7,3861.2,48.137,10.163,14.294,1306.7,-0.29095,8.82E-06,0.1827
20,0.35,0.28888,3.4616,2649.7,3861.2,48.017,10.163,14.295,1306.8,-0.291,8.82E-06,0.1827
20,0.36,0.29712,3.3657,2649.6,3861.3,47.901,10.163,14.295,1306.9,-0.29104,8.82E-06,0.18271
20,0.37,0.30535,3.2749,2649.6,3861.3,47.788,10.163,14.295,1306.9,-0.29109,8.82E-06,0.18272
20,0.38,0.31359,3.1889,2649.6,3861.4,47.678,10.163,14.295,1307,-0.29114,8.82E-06,0.18273
20,0.39,0.32182,3.1073,2649.6,3861.4,47.571,10.163,14.296,1307.1,-0.29119,8.82E-06,0.18274
20,0.4,0.33005,3.0298,2649.5,3861.4,47.466,10.163,14.296,1307.2,-0.29123,8.82E-06,0.18275
20,0.41,0.33828,2.9561,2649.5,3861.5,47.364,10.163,14.296,1307.3,-0.29128,8.82E-06,0.18276
20,0.42,0.34652,2.8859,2649.5,3861.5,47.265,10.164,14.297,1307.4,-0.29133,8.82E-06,0.18276
20,0.43,0.35474,2.8189,2649.4,3861.6,47.168,10.164,14.297,1307.4,-0.29138,8.82E-06,0.18277
20,0.44,0.36297,2.755,2649.4,3861.6,47.073,10.164,14.297,1307.5,-0.29143,8.82E-06,0.18278
20,0.45,0.3712,2.694,2649.4,3861.7,46.98,10.164,14.297,1307.6,-0.29147,8.82E-06,0.18279
20,0.46,0.37943,2.6356,2649.3,3861.7,46.889,10.164,14.298,1307.7,-0.29152,8.82E-06,0.1828
20,0.47,0.38765,2.5796,2649.3,3861.7,46.8,10.164,14.298,1307.8,-0.29157,8.82E-06,0.18281
20,0.48,0.39588,2.526,2649.3,3861.8,46.713,10.164,14.298,1307.9,-0.29162,8.82E-06,0.18281
20,0.49,0.4041,2.4746,2649.3,3861.8,46.628,10.164,14.299,1308,-0.29167,8.82E-06,0.18282
20,0.5,0.41232,2.4253,2649.2,3861.9,46.545,10.164,14.299,1308,-0.29172,8.82E-06,0.18283
20,0.51,0.42054,2.3779,2649.2,3861.9,46.463,10.164,14.299,1308.1,-0.29176,8.82E-06,0.18284
